English;Turkish;Phonetic;TurkishPronunciation;SampleEn;SampleTr;CategoryId;Difficulty
compare prices;fiyatları karşılaştırmak;/kəmˈper/ /ˈpraɪsɪz/;komper / praysiz;Compare prices first.;Önce fiyatları karşılaştır.;2;2
complain politely;kibarca şikayet etmek;/kəmˈpleɪn/ /pəˈlaɪtli/;kompleyn / pılaytli;Complain politely.;Kibarca şikayet et.;7;2
complete project;projeyi tamamlamak;/kəmˈpliːt/ /ˈprɒdʒekt/;kompliit / procet;Complete the project.;Projeyi tamamla.;2;2
concentrate deeply;derin odaklanmak;/ˈkɒnsəntreɪt/ /ˈdiːpli/;konsıntreyt / diipli;Concentrate deeply now.;Şimdi derin odaklan.;3;2
confirm information;bilgiyi doğrulamak;/kənˈfɜːrm/ /ˌɪnfərˈmeɪʃən/;konfırm / informeyşın;Confirm the information.;Bilgiyi doğrula.;2;2
connect people;insanları bağlamak;/kəˈnekt/ /ˈpiːpəl/;konekt / piipıl;Connect people together.;İnsanları bağla.;7;2
consider situation;durumu düşünmek;/kənˈsɪdər/ /ˌsɪtʃuˈeɪʃən/;konsidır / siçueyşın;Consider the situation.;Durumu düşün.;3;2
control emotions;duyguları kontrol etmek;/kənˈtroʊl/ /ɪˈmoʊʃənz/;kontrol / imouşınz;Control your emotions.;Duygularını kontrol et.;7;2
create opportunity;fırsat yaratmak;/kriˈeɪt/ /ˌɒpərˈtuːnəti/;kriyeyt / opırtuunıti;Create opportunities.;Fırsat yarat.;2;2
deal carefully;dikkatli davranmak;/diːl/ /ˈkerfəli/;diil / kerfıli;Deal carefully with it.;Onunla dikkatli ilgilen.;1;2
decrease amount;miktarı azaltmak;/dɪˈkriːs/ /əˈmaʊnt/;dikriis / amaunt;Decrease the amount.;Miktarı azalt.;3;2
defend position;pozisyonu savunmak;/dɪˈfend/ /pəˈzɪʃən/;difend / pozisyon;Defend your position.;Pozisyonunu savun.;7;2
delay process;süreci geciktirmek;/dɪˈleɪ/ /ˈprəʊses/;diley / proses;Delay the process.;Süreci geciktir.;2;2
demand attention;dikkat talep etmek;/dɪˈmænd/ /əˈtenʃən/;dimend / atenşın;This demands attention.;Bu dikkat gerektirir.;7;2
depend heavily;çok bağlı olmak;/dɪˈpend/ /ˈhevɪli/;dipend / hevili;It depends heavily on you.;Sana çok bağlı.;8;2
describe event;olayı anlatmak;/dɪˈskraɪb/ /ɪˈvent/;diskırayb / ivent;Describe the event.;Olayı anlat.;3;2
design system;sistem tasarlamak;/dɪˈzaɪn/ /ˈsɪstəm/;dizayn / sistım;Design the system.;Sistemi tasarla.;6;2
destroy evidence;kanıt yok etmek;/dɪˈstrɔɪ/ /ˈevɪdəns/;distroı / evidıns;They destroy evidence.;Kanıtları yok ediyorlar.;1;2
develop ability;yetenek geliştirmek;/dɪˈveləp/ /əˈbɪləti/;divelop / abiliti;Develop your ability.;Yeteneğini geliştir.;3;2
discover truth;gerçeği keşfetmek;/dɪˈskʌvər/ /truːθ/;diskavır / truuth;Discover the truth.;Gerçeği keşfet.;3;2
discuss issue;konuyu tartışmak;/dɪˈskʌs/ /ˈɪʃuː/;diskas / işu;Discuss the issue.;Konuyu tartış.;3;2
divide group;grubu bölmek;/dɪˈvaɪd/ /ɡruːp/;divayd / gruup;Divide the group.;Grubu böl.;3;2
double effort;çabayı ikiye katlamak;/ˈdʌbəl/ /ˈefərt/;dabıl / efırt;Double your effort.;Çabanı ikiye katla.;2;2
drop quickly;hızla düşmek;/drɒp/ /ˈkwɪkli/;drop / kwikli;Prices drop quickly.;Fiyatlar hızla düşer.;1;2
earn income;gelir elde etmek;/ɜːrn/ /ˈɪnkʌm/;örn / inkam;Earn income online.;Online gelir elde et.;2;2
educate people;insanları eğitmek;/ˈedʒukeɪt/ /ˈpiːpəl/;ejukeyt / piipıl;Educate people.;İnsanları eğit.;3;2
effect result;sonucu etkilemek;/ɪˈfekt/ /rɪˈzʌlt/;ifekt / rizalt;This effects results.;Bu sonuçları etkiler.;3;2
encourage growth;gelişimi teşvik etmek;/ɪnˈkʌrɪdʒ/ /ɡroʊθ/;inkırıc / grouth;Encourage growth.;Gelişimi teşvik et.;7;2
enjoy experience;deneyimin tadını çıkarmak;/ɪnˈdʒɔɪ/ /ɪkˈspɪriəns/;incoy / ikspiriyıns;Enjoy the experience.;Deneyimin tadını çıkar.;7;2
enter system;sisteme girmek;/ˈentər/ /ˈsɪstəm/;entır / sistım;Enter the system.;Sisteme gir.;6;2
environment protection;çevre koruma;/ɪnˈvaɪrənmənt/ /prəˈtekʃən/;invayrınmınt / protekşın;Environment protection is important.;Çevre koruma önemlidir.;6;2
equal opportunity;eşit fırsat;/ˈiːkwəl/ /ˌɒpərˈtuːnəti/;iikvıl / opırtuunıti;Everyone needs equal opportunity.;Herkes eşit fırsata ihtiyaç duyar.;2;2
escape situation;durumdan kaçmak;/ɪˈskeɪp/ /ˌsɪtʃuˈeɪʃən/;iskeyp / siçueyşın;Escape the situation.;Durumdan kaç.;1;2
especially useful;özellikle faydalı;/ɪˈspeʃəli/ /ˈjuːsfəl/;ispeshılı / yuusfıl;This is especially useful.;Bu özellikle faydalı.;3;2
establish connection;bağlantı kurmak;/ɪˈstæblɪʃ/ /kəˈnekʃən/;istabliş / konekşın;Establish a connection.;Bağlantı kur.;6;2
even better;daha da iyi;/ˈiːvən/ /ˈbetər/;iivın / beter;This is even better.;Bu daha da iyi.;1;2
examine result;sonucu incelemek;/ɪɡˈzæmɪn/ /rɪˈzʌlt/;igzemin / rizalt;Examine the results.;Sonuçları incele.;3;2
exchange goods;mal değişimi yapmak;/ɪksˈtʃeɪndʒ/ /ɡʊdz/;iksçeync / gudz;They exchange goods.;Mal değişimi yapıyorlar.;2;2
İngilizce;Türkçe;Fonetik (IPA);Okunuş (Türkçe);Örnek Cümle;Türkçe Anlamı;Kategori ID;2
accept terms;şartları kabul etmek;/əkˈsept/ /tɜːrmz/;aksept / törmz;I accept the terms.;Şartları kabul ediyorum.;2;2
accomplish task;görevi başarmak;/əˈkɒmplɪʃ/ /tæsk/;akompliş / task;She accomplishes the task.;Görevi başarıyor.;2;2
account balance;hesap bakiyesi;/əˈkaʊnt/ /ˈbæləns/;akaunt / belıns;My account balance is low.;Hesap bakiyem düşük.;2;2
action plan;eylem planı;/ˈækʃən/ /plæn/;ekşın / plen;We prepare an action plan.;Bir eylem planı hazırlıyoruz.;2;2
adapt quickly;hızlı uyum sağlamak;/əˈdæpt/ /ˈkwɪkli/;adapt / kwikli;He adapts quickly.;Hızlı uyum sağlıyor.;1;2
add detail;detay eklemek;/æd/ /ˈdiːteɪl/;ed / diiteyl;Add more detail.;Daha fazla detay ekle.;3;2
adjust plan;planı ayarlamak;/əˈdʒʌst/ /plæn/;ecast / plen;Adjust the plan.;Planı ayarla.;2;2
admire effort;çabayı takdir etmek;/ədˈmaɪər/ /ˈefərt/;admayır / efırt;I admire your effort.;Çabanı takdir ediyorum.;7;2
admit truth;gerçeği kabul etmek;/ədˈmɪt/ /truːθ/;admit / truuth;He admits the truth.;Gerçeği kabul ediyor.;7;2
advance forward;ileri gitmek;/ədˈvæns/ /ˈfɔːrwərd/;advens / forvırd;Move forward and advance.;İleri git.;1;2
affect decision;kararı etkilemek;/əˈfekt/ /dɪˈsɪʒən/;afekt / disijın;This affects my decision.;Bu kararımı etkiler.;3;2
afford cost;maliyeti karşılamak;/əˈfɔːrd/ /kɒst/;aford / kost;I afford the cost.;Maliyeti karşılayabiliyorum.;2;2
aim clearly;net hedeflemek;/eɪm/ /ˈklɪrli/;eym / klirli;Aim clearly at your goal.;Hedefini net belirle.;2;2
alert someone;birini uyarmak;/əˈlɜːrt/ /ˈsʌmwʌn/;alört / samvan;Alert the manager.;Yöneticiyi uyar.;7;2
allow change;değişime izin vermek;/əˈlaʊ/ /tʃeɪndʒ/;alav / çeynç;They allow change.;Değişime izin veriyorlar.;1;2
announce event;etkinlik duyurmak;/əˈnaʊns/ /ɪˈvent/;anauns / ivent;They announce the event.;Etkinliği duyuruyorlar.;2;2
annoy others;başkalarını sinirlendirmek;/əˈnɔɪ/ /ˈʌðərz/;anoy / adırz;He annoys others.;Başkalarını sinirlendiriyor.;7;2
apart area;ayrı alan;/əˈpɑːrt/ /ˈeriə/;apart / eriya;This is an apart area.;Bu ayrı bir alan.;1;2
apply rule;kural uygulamak;/əˈplaɪ/ /ruːl/;aplai / ruul;Apply the rule.;Kuralı uygula.;1;2
arrange items;eşyaları düzenlemek;/əˈreɪndʒ/ /ˈaɪtəmz/;areync / aytımz;Arrange the items.;Eşyaları düzenle.;1;2
arrive late;geç varmak;/əˈraɪv/ /leɪt/;arayv / leyt;I arrive late.;Geç varıyorum.;4;2
assume risk;risk almak;/əˈsuːm/ /rɪsk/;asuum / risk;He assumes the risk.;Risk alıyor.;2;2
attempt solution;çözüm denemek;/əˈtempt/ /səˈluːʃən/;atempt / sılüşın;Attempt a solution.;Bir çözüm dene.;2;2
attract customers;müşteri çekmek;/əˈtrækt/ /ˈkʌstəmərz/;atrakt / kastımırz;This attracts customers.;Bu müşteri çeker.;2;2
avoid mistake;hatadan kaçınmak;/əˈvɔɪd/ /mɪˈsteɪk/;avoıd / misteyk;Avoid this mistake.;Bu hatadan kaçın.;1;2
back decision;kararı desteklemek;/bæk/ /dɪˈsɪʒən/;bek / disijın;I back your decision.;Kararını destekliyorum.;2;2
base idea;fikri temellendirmek;/beɪs/ /aɪˈdɪə/;beys / aydiya;Base your idea on facts.;Fikrini gerçeklere dayandır.;3;2
beat record;rekor kırmak;/biːt/ /ˈrekɔːrd/;biit / rekord;He beats the record.;Rekor kırıyor.;1;2
behave correctly;doğru davranmak;/bɪˈheɪv/ /kəˈrektli/;biheiv / korektli;Behave correctly.;Doğru davran.;7;2
benefit society;topluma fayda sağlamak;/ˈbenɪfɪt/ /səˈsaɪəti/;benifit / sısayəti;This benefits society.;Bu topluma fayda sağlar.;7;2
blame others;başkalarını suçlamak;/bleɪm/ /ˈʌðərz/;bleym / adırz;Don’t blame others.;Başkalarını suçlama.;7;2
block way;yolu kapatmak;/blɒk/ /weɪ/;blok / wey;They block the way.;Yolu kapatıyorlar.;4;2
board bus;otobüse binmek;/bɔːrd/ /bʌs/;bord / bas;We board the bus.;Otobüse biniyoruz.;4;2
bother people;insanları rahatsız etmek;/ˈbɒðər/ /ˈpiːpəl/;bodır / piipıl;Don’t bother people.;İnsanları rahatsız etme.;7;2
break record;rekor kırmak;/breɪk/ /ˈrekɔːrd/;breyk / rekord;She breaks a record.;Rekor kırıyor.;1;2
bring result;sonuç getirmek;/brɪŋ/ /rɪˈzʌlt/;bring / rizalt;This brings results.;Bu sonuç getirir.;2;2
build career;kariyer kurmak;/bɪld/ /kəˈrɪr/;bild / karyır;Build your career.;Kariyerini kur.;2;2
burn calories;kalori yakmak;/bɜːrn/ /ˈkæləriz/;börn / kelıriz;Exercise burns calories.;Egzersiz kalori yakar.;5;2
calculate number;sayı hesaplamak;/ˈkælkjuleɪt/ /ˈnʌmbər/;kelkyuleyt / nambır;Calculate the number.;Sayıyı hesapla.;3;2
calm situation;durumu sakinleştirmek;/kɑːm/ /ˌsɪtʃuˈeɪʃən/;kaam / siçueyşın;Calm the situation.;Durumu sakinleştir.;7;2
care enough;yeterince önemsemek;/ker/ /ɪˈnʌf/;ker / inaf;I care enough.;Yeterince önemsiyorum.;7;2
carry items;eşyaları taşımak;/ˈkæri/ /ˈaɪtəmz/;keri / aytımz;Carry the items.;Eşyaları taşı.;1;2
catch train;treni yakalamak;/kætʃ/ /treɪn/;keç / treyn;I catch the train.;Treni yakalıyorum.;4;2
cause effect;etki yaratmak;/kɔːz/ /ɪˈfekt/;koz / ifekt;This causes an effect.;Bu etki yaratır.;3;2
celebrate moment;anı kutlamak;/ˈseləbreɪt/ /ˈmoʊmənt/;selebreyt / moumınt;Celebrate the moment.;Anı kutla.;7;2
challenge rule;kurala meydan okumak;/ˈtʃælɪndʒ/ /ruːl/;çelinc / ruul;Challenge the rule.;Kurala meydan oku.;1;2
change habit;alışkanlık değiştirmek;/tʃeɪndʒ/ /ˈhæbɪt/;çeynç / hebit;Change your habit.;Alışkanlığını değiştir.;7;2
check system;sistemi kontrol etmek;/tʃek/ /ˈsɪstəm/;çek / sistım;Check the system.;Sistemi kontrol et.;6;2
choose path;yol seçmek;/tʃuːz/ /pæθ/;çuuz / peth;Choose your path.;Yolunu seç.;1;2
clear message;açık mesaj;/klɪr/ /ˈmesɪdʒ/;klir / mesic;Send a clear message.;Net mesaj gönder.;3;2
climb stairs;merdiven çıkmak;/klaɪm/ /sterz/;klaym / sterz;Climb the stairs.;Merdiven çık.;1;2
collect items;eşyaları toplamak;/kəˈlekt/ /ˈaɪtəmz/;kolekt / aytımz;Collect the items.;Eşyaları topla.;1;2
communicate better;daha iyi iletişim kurmak;/kəˈmjuːnɪkeɪt/ /ˈbetər/;komyunikeyt / beter;Communicate better.;Daha iyi iletişim kur.;7;2
compare data;verileri karşılaştırmak;/kəmˈper/ /ˈdeɪtə/;komper / deyta;Compare the data.;Verileri karşılaştır.;3;2
complain properly;düzgün şikayet etmek;/kəmˈpleɪn/ /ˈprɒpərli/;kompleyn / propırlı;Complain properly.;Düzgün şikayet et.;7;2
complete assignment;ödevi tamamlamak;/kəmˈpliːt/ /əˈsaɪnmənt/;kompliit / asaynment;Complete the assignment.;Ödevi tamamla.;3;2
concentrate better;daha iyi odaklanmak;/ˈkɒnsəntreɪt/ /ˈbetər/;konsıntreyt / beter;Concentrate better.;Daha iyi odaklan.;3;2
confirm booking;rezervasyonu doğrulamak;/kənˈfɜːrm/ /ˈbʊkɪŋ/;konfırm / buking;Confirm your booking.;Rezervasyonu doğrula.;4;2
connect system;sistemi bağlamak;/kəˈnekt/ /ˈsɪstəm/;konekt / sistım;Connect the system.;Sistemi bağla.;6;2
consider option;seçeneği değerlendirmek;/kənˈsɪdər/ /ˈɒpʃən/;konsidır / opşın;Consider the option.;Seçeneği değerlendir.;3;2
control process;süreci kontrol etmek;/kənˈtroʊl/ /ˈproʊses/;kontrol / proses;Control the process.;Süreci kontrol et.;2;2
create design;tasarım oluşturmak;/kriˈeɪt/ /dɪˈzaɪn/;kriyeyt / dizayn;Create a design.;Tasarım oluştur.;6;2
deal wisely;akıllıca davranmak;/diːl/ /ˈwaɪzli/;diil / vayzli;Deal wisely.;Akıllıca davran.;1;2
decrease speed;hızı azaltmak;/dɪˈkriːs/ /spiːd/;dikriis / spiid;Decrease the speed.;Hızı azalt.;3;2
defend opinion;fikri savunmak;/dɪˈfend/ /əˈpɪnjən/;difend / apinyın;Defend your opinion.;Fikrini savun.;7;2
delay action;eylemi geciktirmek;/dɪˈleɪ/ /ˈækʃən/;diley / ekşın;Delay the action.;Eylemi geciktir.;2;2
demand support;destek talep etmek;/dɪˈmænd/ /səˈpɔːrt/;dimend / saport;They demand support.;Destek talep ediyorlar.;2;2
depend mostly;çoğunlukla bağlı olmak;/dɪˈpend/ /ˈmoʊstli/;dipend / moustli;It depends mostly on you.;Çoğunlukla sana bağlı.;8;2
describe process;süreci anlatmak;/dɪˈskraɪb/ /ˈproʊses/;diskırayb / proses;Describe the process.;Süreci anlat.;3;2
design plan;plan tasarlamak;/dɪˈzaɪn/ /plæn/;dizayn / plen;Design the plan.;Planı tasarla.;6;2
destroy object;nesneyi yok etmek;/dɪˈstrɔɪ/ /ˈɒbdʒekt/;distroı / objakt;Destroy the object.;Nesneyi yok et.;1;2
develop habit;alışkanlık geliştirmek;/dɪˈveləp/ /ˈhæbɪt/;divelop / hebit;Develop a habit.;Alışkanlık geliştir.;7;2
discuss problem;problemi tartışmak;/dɪˈskʌs/ /ˈprɒbləm/;diskas / problım;Discuss the problem.;Problemi tartış.;3;2
divide tasks;görevleri bölmek;/dɪˈvaɪd/ /tæsks/;divayd / tasks;Divide the tasks.;Görevleri böl.;2;2
double check;iki kez kontrol etmek;/ˈdʌbəl/ /tʃek/;dabıl / çek;Double check it.;İki kez kontrol et.;8;2
drop suddenly;aniden düşmek;/drɒp/ /ˈsʌdənli/;drop / sadınli;He drops suddenly.;Aniden düşüyor.;1;2
earn salary;maaş kazanmak;/ɜːrn/ /ˈsæləri/;örn / selıri;He earns a salary.;Maaş kazanıyor.;2;2
educate child;çocuk eğitmek;/ˈedʒukeɪt/ /tʃaɪld/;ejukeyt / çayld;Educate the child.;Çocuğu eğit.;3;2
effect change;değişiklik yaratmak;/ɪˈfekt/ /tʃeɪndʒ/;ifekt / çeynç;This effects change.;Bu değişiklik yaratır.;3;2
encourage team;takımı teşvik etmek;/ɪnˈkʌrɪdʒ/ /tiːm/;inkırıc / tiim;Encourage the team.;Takımı teşvik et.;7;2
enjoy activity;aktiviteden keyif almak;/ɪnˈdʒɔɪ/ /ækˈtɪvəti/;incoy / aktivıti;Enjoy the activity.;Aktiviteden keyif al.;7;2
enter code;kod girmek;/ˈentər/ /koʊd/;entır / koud;Enter the code.;Kodu gir.;6;2
environment care;çevreyi korumak;/ɪnˈvaɪrənmənt/ /ker/;invayrınmınt / ker;Care for the environment.;Çevreyi koru.;6;2
equal chance;eşit şans;/ˈiːkwəl/ /tʃæns/;iikvıl / çens;Everyone has equal chance.;Herkesin eşit şansı var.;2;2
escape quickly;hızlı kaçmak;/ɪˈskeɪp/ /ˈkwɪkli/;iskeyp / kwikli;Escape quickly.;Hızlı kaç.;1;2
especially helpful;özellikle yardımcı;/ɪˈspeʃəli/ /ˈhelpfəl/;ispeshılı / helpfıl;This is especially helpful.;Bu özellikle yardımcı.;3;2
establish system;sistem kurmak;/ɪˈstæblɪʃ/ /ˈsɪstəm/;istabliş / sistım;Establish a system.;Sistem kur.;6;2
even worse;daha da kötü;/ˈiːvən/ /wɜːrs/;iivın / vörs;This is even worse.;Bu daha da kötü.;1;2
examine detail;detayı incelemek;/ɪɡˈzæmɪn/ /ˈdiːteɪl/;igzemin / diiteyl;Examine the detail.;Detayı incele.;3;2
exchange money;para değiştirmek;/ɪksˈtʃeɪndʒ/ /ˈmʌni/;iksçeync / mani;Exchange the money.;Parayı değiştir.;2;2
ability test;yetenek testi;/əˈbɪləti/ /test/;abiliti / test;I take an ability test.;Yetenek testi yapıyorum.;3;2
accept invite;daveti kabul etmek;/əkˈsept/ /ɪnˈvaɪt/;aksept / invayt;I accept the invite.;Daveti kabul ediyorum.;7;2
access point;erişim noktası;/ˈækses/ /pɔɪnt/;akses / point;The access point is here.;Erişim noktası burada.;6;2
accomplish goal;hedefi başarmak;/əˈkɒmplɪʃ/ /ɡoʊl/;akompliş / gool;She accomplishes her goal.;Hedefini başarıyor.;2;2
according rule;kurala göre;/əˈkɔːrdɪŋ/ /ruːl/;akording / ruul;According to the rule, it is correct.;Kurala göre bu doğru.;3;2
account detail;hesap detayı;/əˈkaʊnt/ /ˈdiːteɪl/;akaunt / diiteyl;Check your account details.;Hesap detaylarını kontrol et.;2;2
action needed;gerekli eylem;/ˈækʃən/ /ˈniːdɪd/;ekşın / niidid;Action is needed now.;Şimdi eylem gerekli.;2;2
active user;aktif kullanıcı;/ˈæktɪv/ /ˈjuːzər/;aktiv / yuuzır;He is an active user.;O aktif bir kullanıcı.;6;2
adapt system;sistemi uyarlamak;/əˈdæpt/ /ˈsɪstəm/;adapt / sistım;They adapt the system.;Sistemi uyarlıyorlar.;6;2
add value;değer katmak;/æd/ /ˈvæljuː/;ed / velyu;This adds value.;Bu değer katıyor.;2;2
adjust level;seviyeyi ayarlamak;/əˈdʒʌst/ /ˈlevəl/;ecast / levıl;Adjust the level.;Seviyeyi ayarla.;3;2
admire talent;yeteneğe hayran olmak;/ədˈmaɪər/ /ˈtælənt/;admayır / telınt;I admire her talent.;Yeteneğine hayranım.;7;2
admit problem;problemi kabul etmek;/ədˈmɪt/ /ˈprɒbləm/;admit / problım;He admits the problem.;Problemi kabul ediyor.;7;2
advance system;sistemi geliştirmek;/ədˈvæns/ /ˈsɪstəm/;advens / sistım;They advance the system.;Sistemi geliştiriyorlar.;6;2
affect behavior;davranışı etkilemek;/əˈfekt/ /bɪˈheɪvjər/;afekt / biheivyır;This affects behavior.;Bu davranışı etkiler.;7;2
afford service;hizmeti karşılamak;/əˈfɔːrd/ /ˈsɜːrvɪs/;aford / سروِس;I afford this service.;Bu hizmeti karşılayabiliyorum.;2;2
aim success;başarıyı hedeflemek;/eɪm/ /səkˈses/;eym / sakses;Aim for success.;Başarıyı hedefle.;2;2
alert message;uyarı mesajı;/əˈlɜːrt/ /ˈmesɪdʒ/;alört / mesic;I get an alert message.;Uyarı mesajı alıyorum.;6;2
allow use;kullanıma izin vermek;/əˈlaʊ/ /juːz/;alav / yuuz;They allow use here.;Burada kullanıma izin veriyorlar.;6;2
announce update;güncellemeyi duyurmak;/əˈnaʊns/ /ˈʌpdeɪt/;anauns / apdeyt;They announce the update.;Güncellemeyi duyuruyorlar.;6;2
annoy user;kullanıcıyı rahatsız etmek;/əˈnɔɪ/ /ˈjuːzər/;anoy / yuuzır;This annoys users.;Bu kullanıcıları rahatsız eder.;7;2
apart section;ayrı bölüm;/əˈpɑːrt/ /ˈsekʃən/;apart / sekşın;This is an apart section.;Bu ayrı bir bölüm.;1;2
apply strategy;strateji uygulamak;/əˈplaɪ/ /ˈstrætədʒi/;aplai / stretici;Apply this strategy.;Bu stratejiyi uygula.;2;2
arrange schedule;program düzenlemek;/əˈreɪndʒ/ /ˈskedʒuːl/;areync / skecul;Arrange your schedule.;Programını düzenle.;2;2
arrive safely;güvenli varmak;/əˈraɪv/ /ˈseɪfli/;arayv / seyfli;We arrive safely.;Güvenle varıyoruz.;4;2
assume result;sonucu varsaymak;/əˈsuːm/ /rɪˈzʌlt/;asuum / rizalt;I assume the result.;Sonucu varsayıyorum.;3;2
attempt again;tekrar denemek;/əˈtempt/ /əˈɡen/;atempt / agen;Attempt again.;Tekrar dene.;2;2
attract user;kullanıcı çekmek;/əˈtrækt/ /ˈjuːzər/;atrakt / yuuzır;This attracts users.;Bu kullanıcı çeker.;2;2
avoid danger;tehlikeden kaçınmak;/əˈvɔɪd/ /ˈdeɪndʒər/;avoıd / deyncır;Avoid danger.;Tehlikeden kaçın.;5;2
back system;sistemi desteklemek;/bæk/ /ˈsɪstəm/;bek / sistım;We back the system.;Sistemi destekliyoruz.;6;2
base structure;temel yapı;/beɪs/ /ˈstrʌktʃər/;beys / straktçır;This is the base structure.;Bu temel yapı.;6;2
behave normally;normal davranmak;/bɪˈheɪv/ /ˈnɔːrməli/;biheiv / normıli;Behave normally.;Normal davran.;7;2
benefit user;kullanıcıya fayda sağlamak;/ˈbenɪfɪt/ /ˈjuːzər/;benifit / yuuzır;This benefits users.;Bu kullanıcılara fayda sağlar.;2;2
block content;içeriği engellemek;/blɒk/ /ˈkɒntent/;blok / kontent;They block the content.;İçeriği engelliyorlar.;6;2
board flight;uçağa binmek;/bɔːrd/ /flaɪt/;bord / flayt;We board the flight.;Uçağa biniyoruz.;4;2
bother system;sistemi zorlamak;/ˈbɒðər/ /ˈsɪstəm/;bodır / sistım;This bothers the system.;Bu sistemi zorlar.;6;2
break limit;sınırı aşmak;/breɪk/ /ˈlɪmɪt/;breyk / limit;Break your limits.;Sınırlarını aş.;3;2
bring change;değişim getirmek;/brɪŋ/ /tʃeɪndʒ/;bring / çeynç;This brings change.;Bu değişim getirir.;2;2
build system;sistem kurmak;/bɪld/ /ˈsɪstəm/;bild / sistım;Build the system.;Sistemi kur.;6;2
calculate result;sonucu hesaplamak;/ˈkælkjuleɪt/ /rɪˈzʌlt/;kelkyuleyt / rizalt;Calculate the result.;Sonucu hesapla.;3;2
calm down quickly;hızlı sakinleşmek;/kɑːm/ /daʊn/ /ˈkwɪkli/;kaam / daun / kwikli;Calm down quickly.;Hızlı sakinleş.;8;2
care properly;düzgün ilgilenmek;/ker/ /ˈprɒpərli/;ker / propırlı;Care for it properly.;Onunla düzgün ilgilen.;7;2
carry load;yük taşımak;/ˈkæri/ /loʊd/;keri / loud;He carries the load.;Yük taşıyor.;1;2
catch opportunity;fırsat yakalamak;/kætʃ/ /ˌɒpərˈtuːnəti/;keç / opırtuunıti;Catch the opportunity.;Fırsatı yakala.;2;2
cause issue;sorun oluşturmak;/kɔːz/ /ˈɪʃuː/;koz / işu;This causes issues.;Bu sorun oluşturur.;3;2
